SubjectID	__id__	timestamp	x	y	z	Clase
101	EBK3yIqlqYtKbcVt2hbw	2024-11-22T12:03:48.468937	-1.012201428	5.046498299	5.647241592	0
102	EOBd6THK55yXxiGSPJpf	2024-11-22T12:03:42.311882	-1.778518319	4.482979774	7.977595329	0
103	IA5uKlaUynXUJTOsp76j	2024-11-22T12:03:44.694604	-1.491262078	2.937809944	7.202793121	0
104	IPLx4m3BbXokKuMRzIBL	2024-11-22T12:03:50.054600	-1.471935987	5.668052197	5.534676075	0
105	IVeVESycxO6bDSJnViw0	2024-11-22T12:03:42.115306	-1.330295086	4.298243046	8.423261642	0
106	JY05F5EyDyEaXIAgmec8	2024-11-22T12:03:48.069912	-2.227268219	6.326448441	7.766493797	0
107	JbkEK2Z0I2DM5tecIvR9	2024-11-22T12:03:47.275423	-0.113877811	4.697002411	7.278985977	0
108	N9TZ7G3kOhiN0IILslEZ	2024-11-22T12:03:45.888912	-2.617954016	4.923455715	7.887783527	0
109	O0MNXQmCg9Ceji4T7Ufm	2024-11-22T12:03:45.688568	0.025416845	3.630538702	7.135123253	0
110	P79i587naIC77Dw47MoB	2024-11-22T12:03:43.704432	-2.292582273	4.607794285	8.680025101	0
111	PWtWATUUMqVAzsUKE03E	2024-11-22T12:03:47.673948	-1.47956872	6.850873947	8.811285019	0
112	RL2r6GZjwkwBfs9Tkmox	2024-11-22T12:03:44.497152	-0.707247198	4.065210819	8.652377129	0
113	SQ70kip5x93ynUKXIi3g	2024-11-22T12:03:46.286533	-1.86159718	3.733365059	6.834517002	0
114	St9BTo9BrnLLJw3VljGV	2024-11-22T12:03:50.655645	-0.222114891	5.907405376	6.880121708	0
115	VLFcMrtAC0jBdOxcIUyB	2024-11-22T12:03:45.091961	-0.533562183	3.262913704	10.42640305	0
116	X6SI5dugxqWf7QBhcNqI	2024-11-22T12:03:42.907817	0.885605633	2.380937815	7.169839382	0
117	XTosHKOdoxXZA6m1dYgn	2024-11-22T12:03:46.878549	-1.033768415	4.558828354	6.451444626	0
118	ZIOKK0KQsCuXBe6XhYut	2024-11-22T12:03:48.669399	-3.02299571	6.016992569	8.822451591	0
119	ZXcrwkf7gZ6LTTEnuosQ	2024-11-22T12:03:46.679943	-3.232957602	3.899675846	9.653478622	0
120	b8kwc64wNTrkWtRQJBjU	2024-11-22T12:03:49.061685	-1.890365839	5.105482101	8.276094437	0
121	c6ycOo2K3c2yhNGMG44E	2024-11-22T12:03:48.269260	-0.154799506	4.288120747	9.694754601	0
122	cMCGfJK2GJYy5mxsFEEW	2024-11-22T12:03:47.076628	-1.814192057	6.654932499	8.021868706	0
123	fMzZxMWJnIeuSKLQRZYb	2024-11-22T12:03:51.048490	-1.459591508	5.08664465	7.951296806	0
124	hSQcxCJYMFM56sUM6AnW	2024-11-22T12:03:41.916704	-0.621008039	4.11626482	8.61807251	0
125	icWFw0pZRtMiNZ0x7se2	2024-11-22T12:03:42.510312	-1.635632396	4.219483376	8.703392982	0
126	kGTmBFc3nVf1FbO02Fjt	2024-11-22T12:03:41.713244	-0.738649547	4.263604164	8.496072769	0
127	kJHRUxcyKLlnaYmP71Sx	2024-11-22T12:03:49.458785	-1.249878645	4.589071751	7.571308613	0
128	nRN8GbmgFIqPNsUazbzS	2024-11-22T12:03:45.491706	-2.701004505	5.269666672	9.202889442	0
129	nRhAIOeewdfJTNhDXWuI	2024-11-22T12:03:51.245974	-1.624532819	4.79885149	7.855260849	0
130	nc8JGmS1wBIKRHPcqxBO	2024-11-22T12:03:47.870693	-0.965562403	3.820370197	6.818820477	0
131	o3KPkRkmemaRCIOkjPPM	2024-11-22T12:03:46.486072	-1.273427963	5.264552593	9.82929039	0
132	oRydBQ7BHXed4tC1bYG8	2024-11-22T12:03:43.305395	-1.572234035	4.561825752	10.93314171	0
133	q97T2aTLEYHb5YimfhY2	2024-11-22T12:03:43.503417	-0.690803826	2.915266037	5.940311432	0
134	rJuTtMoVsgRu7c6LjIs0	2024-11-22T12:03:44.892860	-2.697154284	5.765572548	7.611751556	0
135	ts96XBuJX96cs4uuXnOa	2024-11-22T12:03:44.103562	-0.783976555	3.299918652	6.938147545	0
136	wAWIq7uey7XHQKIZkSOo	2024-11-22T12:03:50.848773	-0.844751	6.716636181	7.751553535	0
137	wMgySDIkONqZw7QH5gTe	2024-11-22T12:03:46.084403	-0.908819795	4.527560234	10.14729691	0
138	x3JzI2eS7Dw1qW7iIVU9	2024-11-22T12:03:49.657805	-1.055277944	6.601302624	7.446800232	0
139	xgJVuex8vIZn4mOSzHlg	2024-11-22T12:03:43.106133	-0.822360396	4.182948112	8.256127357	0
140	yHYzrK8NVkwCNF86fGrD	2024-11-22T12:03:47.474426	-1.005708337	5.301882744	7.081224918	0
141	0d71n6oaZM0ljEeRM6jE	2024-11-22T12:04:09.517434	-1.658051729	4.811406612	9.831521034	0
142	0jX9fb40ehVk1WjTwSAU	2024-11-22T12:04:07.532852	-1.151199222	1.974143744	10.35031509	0
143	0m487OGUrts9s5K43VQ7	2024-11-22T12:04:15.069235	-2.083510876	3.584512711	8.17804718	0
144	3ZhwbScNmTEgBXKfIaTw	2024-11-22T12:04:10.502684	-1.481895924	4.719565392	8.185909271	0
145	4DjxkA6UixVm7P83Huws	2024-11-22T12:04:08.121072	0.940001905	1.802134752	9.442952156	0
146	79Yy9pmfMgLrtkbXgMhy	2024-11-22T12:04:10.702837	-1.754882813	4.510608673	9.287156105	0
147	9T3k7NSj9DowVdGDZFXp	2024-11-22T12:04:09.311522	-0.629253685	2.927448034	7.055386543	0
148	Aa8gGQn20iDAZrpX2xpP	2024-11-22T12:04:12.687109	-1.379969954	5.766578674	8.58155632	0
149	DmX8F70RFamzyERa48Ij	2024-11-22T12:04:12.098195	-1.318075061	5.320596218	8.216449738	0
150	FbDr1h8R5lF5Y8VHoCDW	2024-11-22T12:04:14.275392	-1.667657256	6.271256924	8.447481155	0
151	Kjp8lrhZomjkHcfq3b1W	2024-11-22T12:04:11.499214	-1.691446066	5.024787426	6.205110073	0
152	LMEP5D2tIOVGzIkIxQqS	2024-11-22T12:04:11.300135	1.074488997	3.565224886	7.720993996	0
153	MBz9o7YEYDxOwy6UDWon	2024-11-22T12:04:13.882729	-2.474847794	4.68673563	9.589447975	0
154	N1mIOrrLEJNwp5kblITZ	2024-11-22T12:04:14.481530	0.643743336	3.816922665	7.910039902	0
155	Nj5pfhfh82LACcklsRBV	2024-11-22T12:04:15.863271	-0.86704576	5.085762978	8.329072952	0
156	QuKm9i7ecdwRUvMFZ8J9	2024-11-22T12:04:08.716102	-0.47688666	1.926834345	7.170299053	0
157	S51X3gIWG2sx6yEu5vpT	2024-11-22T12:04:13.481628	-0.766498923	4.860717773	7.080660343	0
158	UUdtre6O6hai7VaX0XKR	2024-11-22T12:04:10.304837	0.346096218	3.664306641	7.295401096	0
159	UXIV4o0ELeqcaasa3nod	2024-11-22T12:04:14.083789	-2.096477985	4.366133213	6.771549225	0
160	UxRu3b9s2PcSHrwfWlAl	2024-11-22T12:04:15.267486	-1.755783081	5.325863361	7.116831779	0
161	V3NxrUFHtpG5tYE3nsLL	2024-11-22T12:04:07.732873	-1.806549668	2.715628147	7.148061752	0
162	VS8Gc5PJfGW5m5JDsiWh	2024-11-22T12:04:06.734154	-1.560952544	3.955853224	9.93195343	0
163	YHeCm3okAe7X3OGJPtXa	2024-11-22T12:04:15.466817	0.022323536	5.325097084	9.437224388	0
164	YohnCtQO6lsBzpxuOHy8	2024-11-22T12:04:13.084717	-2.252388477	5.060087681	9.042650223	0
165	Z9glmVoIyNogp3yZFYA8	2024-11-22T12:04:06.333612	-1.527289987	4.901342869	7.862108231	0
166	Zht7apUbMhC8kzsFMKtt	2024-11-22T12:04:05.735602	-0.851971865	4.648131847	8.656858444	0
167	aMMbnb0UqyvG6jd9r1W3	2024-11-22T12:04:14.870859	-0.718835115	7.025287151	8.253417015	0
168	aqZnQzlGLE5zSUpTWb6d	2024-11-22T12:04:08.320301	-0.870349765	2.904434919	7.893682957	0
169	awNLWPhS7lWzWwjFuRHD	2024-11-22T12:04:10.899879	-1.400856972	3.420260668	7.714137077	0
170	dfbtsD6n0X0UfraQWwpx	2024-11-22T12:04:12.885142	0.002394202	4.128130436	8.045791626	0
171	eYGrWL6HQFvBesx3bbLQ	2024-11-22T12:04:06.533960	-2.0113976	4.125678539	8.240410805	0
172	ehPSwYPUxAnuWAAp2Oku	2024-11-22T12:04:10.106764	-1.647297025	4.342038155	8.619298935	0
173	fr6no8MzCfdaLdhpp0OT	2024-11-22T12:04:11.100396	-1.422060013	5.300465584	7.922758102	0
174	gGmfin72sZacV5fvBt3E	2024-11-22T12:04:11.699258	-2.072258234	5.755814075	9.206002235	0
175	hL99vmTcn3kdnxmJOcaq	2024-11-22T12:04:12.489243	-1.733526468	4.729084492	5.362504482	0
176	hU2aQLA70GhoNT5NUHOa	2024-11-22T12:04:06.934411	-0.17628029	1.860553384	9.016726494	0
177	j3dKxFconS25PU4XPsDF	2024-11-22T12:04:08.917143	-1.279174089	2.847692251	9.474009514	0
178	kVDRX4DPSBgxyOtaN56e	2024-11-22T12:04:05.937045	-0.657064676	4.779554367	8.383670807	0
179	lqTaeBHqJQjOT2liqOVl	2024-11-22T12:04:12.289470	-1.327278495	4.00907135	11.08365059	0
180	mAJeH77rev4hRrwh8DLp	2024-11-22T12:04:09.907041	-1.082619786	3.544328451	6.916418076	0
181	mbRwfhSlBCWRR2Wxev1G	2024-11-22T12:04:11.899222	-0.761059284	3.557209253	6.764769077	0
182	p4Fl80CZw38uI7Ehq0Te	2024-11-22T12:04:06.135695	-0.504640281	4.336962223	8.516137123	0
183	pNlBL2ZcDBbQHZPCXEqY	2024-11-22T12:04:07.921983	-0.810887396	3.791908026	8.87743187	0
184	qjWJRVfKJ64zcnjdh02K	2024-11-22T12:04:09.718321	-0.674781799	3.100318909	9.791508675	0
185	rcGrfXnG6JqiRxpZIeUJ	2024-11-22T12:04:07.331952	-1.4412328	3.786286354	9.331449509	0
186	sh7ICYWmvKDA8lMulwmW	2024-11-22T12:04:13.283127	-0.228607953	4.953382969	9.050858498	0
187	tTFKOvG3iMUa0dM3HkMu	2024-11-22T12:04:07.134207	-1.066386938	2.659029007	8.260302544	0
188	xkzOqUHeCwNegKOROUI9	2024-11-22T12:04:08.517313	-2.203948975	3.265202522	11.4333477	0
189	yMBzJIojTv6v0OpMfIFm	2024-11-22T12:04:09.116417	-0.904653907	3.235227346	10.42565632	0
190	yYiaPS3wxKUCe1ECTNNW	2024-11-22T12:04:14.671288	-0.612609208	4.75485611	8.068469048	0
191	zWMpDfDsym9nTtj7aomm	2024-11-22T12:04:15.664228	-1.192762613	4.740528584	6.569037914	0
192	zYQvE9ninHB27DWKVEfU	2024-11-22T12:04:13.681105	-0.052605402	5.842216492	7.901890278	0
193	0XYcUIFYCUuVRbapZ2GD	2024-11-22T12:02:54.276247	-0.12476664	3.372415066	7.124416351	0
194	0lU3EZHOokqtHvwqlTEl	2024-11-22T12:02:52.878559	-0.489700437	4.679524899	10.3014555	0
195	1iDWdsP8i6m9OmgJSMhy	2024-11-22T12:02:53.277498	-0.128204718	4.074193954	8.74111557	0
196	3WpttEISyaMEAdoX3nsr	2024-11-22T12:02:56.452800	-0.754690647	4.872784615	8.546792984	0
197	3ZOTk9HJ0A44YceWnruh	2024-11-22T12:02:56.654629	0.566324472	4.534436226	9.005052567	0
198	4McdjtyUiiIRN1puYW2b	2024-11-22T12:02:57.841789	-0.069058359	2.337746382	11.01224613	0
199	4nrLVs43GH5dwoGRrpP1	2024-11-22T12:02:55.460868	-0.593244851	4.921233654	7.435490131	0
200	50vIsPapjCIz06qguXdD	2024-11-22T12:02:54.076461	-1.680040002	3.742778778	9.585838318	0
201	5iDZ0p0X6au54LmV2QKb	2024-11-22T12:02:55.260861	-0.674676478	3.084928989	8.216191292	0
202	6qYUf7B20g6cXKMDzGBM	2024-11-22T12:02:50.296446	-1.065180302	3.976874352	8.440020561	0
203	8htfVf0NlnQSdW3NFe3o	2024-11-22T12:02:57.254280	0.000354342	4.055136204	8.993895531	0
204	AWn9kZVgFJ5jKnnDOsA6	2024-11-22T12:02:52.489001	0.254158884	1.815561414	10.55074883	0
205	B7cBKlpmtJ0yJIlBbiFc	2024-11-22T12:02:55.063523	-0.659688771	3.968034983	9.615813255	0
206	BVFuZbDjcVPM2pM0Dw4P	2024-11-22T12:02:59.036848	-0.528017282	3.546214819	6.802645683	0
207	DsZ2MdBiEYpFwLbyu403	2024-11-22T12:02:58.437683	-1.522894263	2.9516294	8.054880142	0
208	E82qTffc5FTDD23uzMmu	2024-11-22T12:02:56.254707	-0.429184616	3.733958721	7.579678535	0
209	GKUFOSv1VJQNtahtN6zE	2024-11-22T12:02:58.042088	0.179364011	4.120842457	7.170998096	0
210	GfNMrBipFJ3EPGM0XuIb	2024-11-22T12:02:51.886150	-1.671966791	3.827591181	9.28128624	0
211	I61hAOVasJN73L49ZzY7	2024-11-22T12:02:54.864509	-0.68690604	4.29695034	8.58217907	0
212	LZUvRT9X73gaiz8KxxJZ	2024-11-22T12:02:52.287845	-1.067967176	4.203710556	8.945551872	0
213	MxALHrh59F7vLQuAcGT5	2024-11-22T12:02:54.665294	0.46525085	3.139440298	7.833895206	0
214	NTKK7sRMfHOZYdF2ZxFC	2024-11-22T12:02:51.290543	0.177563563	3.013878584	9.55093956	0
215	PV89yfyA4JZGcElzhzoi	2024-11-22T12:02:53.476933	0.349792868	3.035100937	9.755624771	0
216	SxjtgE8a9sDu4MaifXRZ	2024-11-22T12:02:53.077740	-0.958102047	3.052080393	6.819787502	0
217	T2ob98uEPsRk2Vt9i24f	2024-11-22T12:02:57.643805	1.095184445	4.621738434	8.759885788	0
218	Vm9PnA9dEEPjFEJ6vVX1	2024-11-22T12:02:51.687674	-0.429452747	4.3752985	9.155580521	0
219	WbLiOOvRHwMtLDDlT7si	2024-11-22T12:02:53.876917	-0.653569162	4.530969143	9.695865631	0
220	XERX1MwkT8NMDMo5ULSi	2024-11-22T12:02:56.055471	-0.302933574	5.307274818	8.694783211	0
221	XSy5EOtOBAjWsFmfIhEO	2024-11-22T12:02:55.856893	-0.194188923	4.596848011	6.637962341	0
222	XX5W7WGWQfvh9GIr1dWB	2024-11-22T12:02:56.854251	0.43488279	3.924469948	6.814099312	0
223	ZtaPG1fJFqxgFxeTpToI	2024-11-22T12:02:58.637315	-1.438493848	4.120928764	8.19598484	0
224	acXt7iZwLG5tCb3gbFyd	2024-11-22T12:02:59.433059	-1.372787356	3.850067854	9.780313492	0
225	eeCFTeLLX2uBrfrMbtZy	2024-11-22T12:02:50.695202	-1.924478531	4.310013294	8.128353119	0
226	g6nWx3WNmelPT4TBXNEn	2024-11-22T12:02:51.491027	-0.884341478	3.352160215	6.937160969	0
227	grlBM1w6ru1pnxNU6NPF	2024-11-22T12:02:58.239295	-0.541108787	5.216726303	10.37926674	0
228	hEwPQeHXY5obep9hVHfC	2024-11-22T12:02:50.893573	-1.638514996	4.243895054	9.427523613	0
229	hLPfEKlAbq2IkZMuvLNa	2024-11-22T12:02:57.454553	-0.969642103	3.231396437	8.15128994	0
230	hWh2MZoyIX5pwvIRAw9q	2024-11-22T12:02:58.835908	0.469024122	4.038424492	9.729106903	0
231	jyVxQ8nOk77NVHKSYRAO	2024-11-22T12:02:59.634119	-1.157012343	3.627282619	7.492463112	0
232	kHLfdtDgOWyZbS3NNmLz	2024-11-22T12:02:59.237450	-1.055000186	4.659729481	8.885140419	0
233	kKuNhQUjvNP1IixUtYTl	2024-11-22T12:02:51.092196	-2.098948717	3.98036027	9.13228035	0
234	oPIiQsku8wWr6yP6qhFJ	2024-11-22T12:02:52.689879	-0.665032566	4.050050735	7.177510262	0
235	rD2JO76ZTwRr63uBDYJ9	2024-11-22T12:02:53.672865	-1.464044809	3.872755289	6.718800068	0
